"Time", "Illuminance"
1581615607.251078, 36
1581615607.2552052, 36
1581615607.259271, 36
1581615607.263283, 36
1581615607.267478, 36
1581615607.271584, 36
1581615607.27567, 36
1581615607.2798028, 36
1581615607.2840478, 35
1581615607.2878988, 37
1581615607.292005, 36
1581615607.296034, 36
1581615607.3001, 36
1581615607.304276, 36
1581615607.308464, 36
1581615607.3125591, 36
1581615607.316673, 36
1581615607.320738, 36
1581615607.324811, 37
1581615607.328769, 36
1581615607.3329642, 36
1581615607.337162, 37
1581615607.341217, 36
1581615607.345247, 36
1581615607.349469, 36
1581615607.353507, 36
1581615607.3576121, 36
1581615607.3618538, 36
1581615607.36575, 37
1581615607.373985, 36
1581615607.378056, 36
1581615607.381995, 36
1581615607.386104, 36
1581615607.390333, 36
1581615607.394277, 36
1581615607.398344, 36
1581615607.4025788, 36
1581615607.406673, 36
1581615607.410728, 37
1581615607.414778, 36
1581615607.418827, 36
1581615607.42306, 36
1581615607.427163, 35
1581615607.431262, 36
1581615607.4353669, 36
1581615607.439456, 36
1581615607.443539, 36
1581615607.447675, 36
1581615607.451786, 36
1581615607.455887, 36
1581615607.4599822, 36
1581615607.463948, 36
1581615607.468045, 36
1581615607.472256, 37
1581615607.476366, 36
1581615607.4803882, 36
1581615607.48457, 36
1581615607.488657, 36
1581615607.492735, 36
1581615607.496777, 36
1581615607.500983, 36
1581615607.5050318, 36
1581615607.509158, 36
1581615607.513173, 36
1581615607.517236, 36
1581615607.5213, 36
1581615607.5255208, 36
1581615607.529519, 36
1581615607.533664, 36
1581615607.537837, 36
1581615607.541916, 37
1581615607.546033, 36
1581615607.550078, 37
1581615607.554206, 36
1581615607.5582101, 36
1581615607.5622919, 36
1581615607.5664032, 36
1581615607.570466, 36
1581615607.574683, 36
1581615607.578798, 36
1581615607.582901, 36
1581615607.587042, 36
1581615607.5910559, 36
1581615607.595196, 36
1581615607.599222, 36
1581615607.603283, 36
1581615607.607681, 36
1581615607.6115708, 36
1581615607.615498, 35
1581615607.619756, 36
1581615607.6237571, 36
1581615607.6280189, 36
1581615607.632061, 36
1581615607.6360462, 36
1581615607.6401238, 36
1581615607.6482298, 36
1581615607.652468, 36
1581615607.65655, 36
1581615607.66062, 35
1581615607.664756, 36
1581615607.668931, 36
1581615607.673034, 36
1581615607.676896, 36
1581615607.681181, 36
1581615607.685257, 36
1581615607.689308, 36
1581615607.693402, 36
1581615607.697333, 36
1581615607.701507, 36
1581615607.705732, 36
1581615607.7096682, 36
1581615607.71379, 36
1581615607.717837, 36
1581615607.7221491, 36
1581615607.726186, 36
1581615607.7304509, 36
1581615607.7342641, 36
1581615607.7384, 36
1581615607.74259, 36
1581615607.746667, 36
1581615607.7507882, 36
1581615607.754775, 36
1581615607.7590249, 36
1581615607.762927, 36
1581615607.767256, 36
1581615607.7712672, 36
1581615607.775369, 36
1581615607.779444, 36
1581615607.783575, 36
1581615607.787659, 36
1581615607.791672, 36
1581615607.795746, 36
1581615607.7999659, 36
1581615607.804063, 36
1581615607.80811, 36
1581615607.812215, 36
1581615607.8162382, 36
1581615607.820273, 36
1581615607.824556, 36
1581615607.828556, 36
1581615607.833546, 36
1581615607.8368142, 36
1581615607.8408058, 35
1581615607.8449438, 35
1581615607.8490088, 36
1581615607.8532522, 36
1581615607.857177, 36
1581615607.861462, 36
1581615607.8655128, 36
1581615607.869691, 36
1581615607.873591, 36
1581615607.877682, 36
1581615607.8817642, 36
1581615607.8859851, 36
1581615607.890002, 36
1581615607.894183, 35
1581615607.898286, 36
1581615607.902355, 35
1581615607.9064288, 36
1581615607.9105, 36
1581615607.9186869, 36
1581615607.922635, 36
1581615607.926889, 36
1581615607.931057, 35
1581615607.9349382, 36
1581615607.939119, 36
1581615607.9432662, 36
1581615607.947509, 36
1581615607.951307, 36
1581615607.9555311, 36
1581615607.959612, 36
1581615607.9636219, 36
1581615607.967751, 36
1581615607.971993, 35
1581615607.9760199, 36
1581615607.9801059, 36
1581615607.984264, 36
1581615607.988242, 36
1581615607.992459, 36
1581615607.9964, 36
1581615608.0007098, 36
1581615608.00471, 36
1581615608.008667, 36
1581615608.012933, 36
1581615608.017042, 36
1581615608.021017, 36
1581615608.0251892, 36
1581615608.029442, 36
1581615608.033203, 36
1581615608.037455, 36
1581615608.041585, 36
1581615608.0456052, 36
1581615608.049675, 36
1581615608.0538938, 36
1581615608.058149, 36
1581615608.0619981, 36
1581615608.066237, 36
1581615608.07015, 36
1581615608.074356, 36
1581615608.078389, 37
1581615608.0824509, 36
1581615608.086657, 36
1581615608.0907872, 36
1581615608.0948951, 36
1581615608.098952, 36
1581615608.103049, 36
1581615608.1070468, 35
1581615608.1113348, 36
1581615608.115229, 36
1581615608.119433, 36
1581615608.1235468, 37
1581615608.1276438, 36
1581615608.1318011, 36
1581615608.135743, 36
1581615608.139945, 36
1581615608.1439722, 36
1581615608.148139, 36
1581615608.151988, 36
1581615608.156327, 36
1581615608.160419, 36
1581615608.1644, 36
1581615608.168492, 35
1581615608.172579, 36
1581615608.176809, 36
1581615608.180922, 35
1581615608.188982, 36
1581615608.193015, 36
1581615608.1971378, 35
1581615608.201139, 36
1581615608.205399, 36
1581615608.209502, 36
1581615608.213567, 36
1581615608.217692, 36
1581615608.221743, 37
1581615608.225877, 36
1581615608.229815, 36
1581615608.234074, 36
1581615608.238107, 36
1581615608.242267, 36
1581615608.246227, 36
1581615608.250329, 36
1581615608.254432, 37
1581615608.25851, 36
1581615608.262794, 36
1581615608.26683, 35
1581615608.27097, 35
1581615608.2750568, 36
1581615608.2790568, 36
1581615608.283177, 36
1581615608.287369, 36
1581615608.2914581, 36
1581615608.295413, 35
1581615608.2996302, 36
1581615608.303831, 36
1581615608.307692, 36
1581615608.311836, 36
1581615608.315918, 36
1581615608.320016, 36
1581615608.324214, 36
1581615608.3282182, 36
1581615608.332433, 35
1581615608.3365068, 36
1581615608.340632, 36
1581615608.34466, 37
1581615608.348764, 36
1581615608.3529658, 37
1581615608.357037, 36
1581615608.361103, 36
1581615608.365074, 36
1581615608.369149, 35
1581615608.373276, 36
1581615608.377501, 36
1581615608.3816168, 36
1581615608.385565, 36
1581615608.389774, 36
1581615608.393887, 35
1581615608.397851, 36
1581615608.402081, 36
1581615608.4061692, 36
1581615608.410265, 36
1581615608.414251, 35
1581615608.418444, 36
1581615608.4224482, 36
1581615608.426677, 36
1581615608.430636, 35
1581615608.434735, 36
1581615608.4389, 35
1581615608.44303, 35
1581615608.447049, 36
1581615608.4512389, 36
1581615608.4552472, 35
1581615608.463299, 36
1581615608.467407, 35
1581615608.471626, 36
1581615608.4757361, 36
1581615608.479684, 36
1581615608.483896, 35
1581615608.4879098, 36
1581615608.4921012, 36
1581615608.496162, 36
1581615608.500258, 36
1581615608.5042932, 36
1581615608.508501, 36
1581615608.5125299, 36
1581615608.5166101, 36
1581615608.5207691, 35
1581615608.52487, 35
1581615608.528863, 37
1581615608.533102, 35
1581615608.5371578, 36
1581615608.5411808, 36
1581615608.545303, 35
1581615608.5493782, 36
1581615608.55346, 36
1581615608.557708, 36
1581615608.5616362, 36
1581615608.565751, 36
1581615608.569978, 35
1581615608.574071, 36
1581615608.578048, 36
1581615608.582289, 35
1581615608.5863402, 36
1581615608.590444, 36
1581615608.594659, 35
1581615608.59854, 36
1581615608.6027431, 36
1581615608.606862, 36
1581615608.610883, 36
1581615608.615125, 36
1581615608.619026, 35
1581615608.623252, 36
1581615608.6273532, 36
1581615608.6313212, 36
1581615608.635519, 36
1581615608.6396239, 36
1581615608.64363, 36
1581615608.647813, 36
1581615608.651925, 36
1581615608.6559842, 37
1581615608.660038, 36
1581615608.6639922, 36
1581615608.668212, 36
1581615608.6722891, 36
1581615608.676498, 36
1581615608.6806028, 35
1581615608.6846552, 36
1581615608.688784, 36
1581615608.692859, 36
1581615608.696874, 36
1581615608.7010958, 36
1581615608.705156, 36
1581615608.709239, 36
1581615608.713273, 36
1581615608.7174249, 35
1581615608.721571, 36
1581615608.7256398, 36
1581615608.7297652, 35
1581615608.737918, 36
1581615608.7418082, 36
1581615608.745903, 35
1581615608.750035, 36
1581615608.754059, 36
1581615608.758275, 36
1581615608.7622132, 36
1581615608.7663438, 36
1581615608.770527, 36
1581615608.7746198, 36
1581615608.778788, 36
1581615608.782903, 36
1581615608.787018, 36
1581615608.7910988, 36
1581615608.795097, 35
1581615608.7991629, 36
1581615608.803421, 36
1581615608.807403, 35
1581615608.811527, 36
1581615608.815665, 36
1581615608.819794, 35
1581615608.823885, 36
1581615608.828081, 36
1581615608.831986, 35
1581615608.8362129, 36
1581615608.840308, 36
1581615608.8444018, 35
1581615608.8484669, 36
1581615608.8525, 36
1581615608.856571, 36
1581615608.860699, 36
1581615608.864755, 36
1581615608.8688908, 36
1581615608.8730938, 36
1581615608.877075, 36
1581615608.881133, 36
1581615608.88545, 35
1581615608.8894641, 36
1581615608.893464, 35
1581615608.8975391, 36
1581615608.901629, 36
1581615608.905817, 36
1581615608.9099479, 36
1581615608.9140859, 36
1581615608.918159, 35
1581615608.922239, 36
1581615608.926306, 36
1581615608.930321, 36
1581615608.9345448, 36
1581615608.9386308, 37
1581615608.9427352, 36
1581615608.94668, 36
1581615608.950978, 36
1581615608.955013, 35
1581615608.959111, 36
1581615608.963122, 36
1581615608.967346, 36
1581615608.971244, 36
1581615608.975327, 36
1581615608.9794729, 36
1581615608.983577, 36
1581615608.9877, 36
1581615608.991905, 36
1581615608.995981, 36
1581615608.9999301, 37
1581615609.008141, 36
1581615609.01216, 36
1581615609.0163178, 36
1581615609.020517, 35
1581615609.024565, 36
1581615609.029202, 36
1581615609.032632, 35
1581615609.036869, 36
1581615609.040971, 36
1581615609.045045, 36
1581615609.049027, 36
1581615609.0532548, 36
1581615609.057342, 37
1581615609.061446, 36
1581615609.065421, 37
1581615609.069633, 36
1581615609.073707, 36
1581615609.077826, 37
1581615609.081841, 36
1581615609.086022, 36
1581615609.0900412, 36
1581615609.094089, 36
1581615609.0982459, 36
1581615609.102278, 37
1581615609.106432, 36
1581615609.1105988, 36
1581615609.114717, 36
1581615609.118845, 36
1581615609.122902, 36
1581615609.127121, 36
1581615609.131136, 35
1581615609.1352189, 36
1581615609.139304, 36
1581615609.143399, 36
1581615609.147392, 36
1581615609.1514292, 36
1581615609.155664, 36
1581615609.159807, 36
1581615609.163879, 36
1581615609.167851, 36
1581615609.172079, 36
1581615609.176193, 36
1581615609.180165, 36
1581615609.184397, 36
1581615609.188503, 37
1581615609.192545, 36
1581615609.196668, 36
1581615609.20063, 35
1581615609.204761, 35
1581615609.208968, 36
1581615609.213109, 36
1581615609.217092, 35
1581615609.221229, 36
1581615609.2253618, 36
1581615609.229457, 36
1581615609.233582, 36
1581615609.2376819, 37
1581615609.2418702, 36
1581615609.2457979, 36
1581615609.24997, 37
1581615609.2540648, 36
1581615609.258165, 36
1581615609.262151, 37
1581615609.266193, 36
1581615609.270404, 36
1581615609.274495, 36
1581615609.282539, 36
1581615609.286738, 36
1581615609.290741, 36
1581615609.294761, 36
1581615609.2988591, 36
1581615609.302971, 37
1581615609.307082, 35
1581615609.311327, 36
1581615609.315253, 37
1581615609.319359, 36
1581615609.323509, 36
1581615609.3277, 36
1581615609.331629, 36
1581615609.335871, 36
1581615609.3399522, 37
1581615609.343939, 35
1581615609.348157, 36
1581615609.3524108, 37
1581615609.356433, 36
1581615609.360495, 36
1581615609.364544, 37
1581615609.368688, 36
1581615609.37277, 36
1581615609.376729, 36
1581615609.380851, 36
1581615609.384972, 36
1581615609.3891442, 36
1581615609.393165, 35
1581615609.397226, 36
1581615609.401428, 36
1581615609.4053519, 36
1581615609.409678, 36
1581615609.413561, 37
1581615609.4177768, 36
1581615609.421957, 36
1581615609.4260669, 37
1581615609.4302819, 35
1581615609.4342458, 35
1581615609.4382799, 36
1581615609.442257, 36
1581615609.446455, 36
1581615609.450696, 36
1581615609.454706, 35
1581615609.4588459, 36
1581615609.462869, 37
1581615609.466954, 36
1581615609.4710999, 36
1581615609.4752629, 37
1581615609.479126, 36
1581615609.483404, 36
1581615609.48749, 37
1581615609.49156, 36
1581615609.495589, 36
1581615609.499684, 37
1581615609.5038478, 36
1581615609.507946, 36
1581615609.5120041, 37
1581615609.516066, 36
1581615609.520004, 36
1581615609.524367, 37
1581615609.5284429, 36
1581615609.532435, 36
1581615609.536644, 37
1581615609.540709, 36
1581615609.544835, 36
1581615609.55286, 37
1581615609.5569448, 36
1581615609.561149, 36
1581615609.565113, 37
1581615609.5692701, 36
1581615609.573462, 36
1581615609.577533, 37
1581615609.5814679, 36
1581615609.5857751, 36
1581615609.58981, 37
1581615609.593817, 36
1581615609.597878, 36
1581615609.60209, 37
1581615609.6061509, 36
1581615609.610255, 36
1581615609.6142342, 37
1581615609.618339, 36
1581615609.622616, 36
1581615609.626731, 36
1581615609.63079, 36
1581615609.6347919, 36
1581615609.639018, 37
1581615609.643094, 36
1581615609.647085, 36
1581615609.6511848, 37
1581615609.6553972, 36
1581615609.65947, 36
1581615609.663618, 37
1581615609.667767, 36
1581615609.6717901, 36
1581615609.67577, 37
1581615609.6798358, 36
1581615609.684046, 36
1581615609.688183, 37
1581615609.6922722, 36
1581615609.69637, 36
1581615609.7005088, 37
1581615609.704533, 36
1581615609.708643, 36
1581615609.7128692, 36
1581615609.716629, 36
1581615609.7209442, 36
1581615609.7250922, 35
1581615609.729109, 36
1581615609.733075, 36
1581615609.737258, 37
1581615609.741479, 36
1581615609.745524, 36
1581615609.749535, 36
1581615609.753578, 36
1581615609.7578082, 36
1581615609.7618282, 37
1581615609.765903, 36
1581615609.770108, 36
1581615609.7741, 36
1581615609.7782981, 36
1581615609.782356, 36
1581615609.786485, 37
1581615609.7907379, 36
1581615609.794805, 36
1581615609.7986372, 37
1581615609.802853, 36
1581615609.806995, 36
1581615609.811126, 36
1581615609.8152142, 36
1581615609.819186, 36
1581615609.8271942, 37
1581615609.833089, 36
1581615609.835368, 36
1581615609.839686, 36
1581615609.843724, 37
1581615609.8477492, 36
1581615609.851816, 37
1581615609.856029, 36
1581615609.860139, 36
1581615609.864238, 37
1581615609.868352, 36
1581615609.872332, 36
1581615609.87651, 37
1581615609.880524, 36
1581615609.884597, 36
1581615609.8888152, 36
1581615609.892962, 36
1581615609.897077, 36
1581615609.900946, 37
1581615609.9052439, 35
1581615609.909225, 36
1581615609.9134452, 37
1581615609.917522, 36
1581615609.921518, 36
1581615609.925716, 37
1581615609.929878, 36
1581615609.9338088, 36
1581615609.9379148, 37
1581615609.942104, 36
1581615609.946252, 36
1581615609.950164, 37
1581615609.954379, 36
1581615609.958446, 36
1581615609.962479, 36
1581615609.966632, 36
1581615609.970774, 36
1581615609.974895, 37
1581615609.978985, 36
1581615609.983098, 35
1581615609.987078, 36
1581615609.9913259, 36
1581615609.9953, 37
1581615609.999351, 36
1581615610.003478, 36
1581615610.007654, 36
1581615610.011755, 36
1581615610.0159411, 36
1581615610.019949, 36
1581615610.024048, 37
1581615610.028357, 36
1581615610.032046, 36
1581615610.036342, 37
1581615610.040457, 36
1581615610.044534, 36
1581615610.048502, 36
1581615610.052641, 36
1581615610.056716, 36
1581615610.060928, 36
1581615610.065217, 36
1581615610.068985, 36
1581615610.073189, 36
1581615610.077292, 36
1581615610.0812778, 36
1581615610.085459, 36
1581615610.089623, 36
1581615610.097693, 36
1581615610.101797, 36
1581615610.10579, 36
1581615610.110094, 37
1581615610.113966, 37
1581615610.1179929, 36
1581615610.1222458, 36
1581615610.126375, 36
1581615610.130419, 36
1581615610.134453, 36
1581615610.138668, 37
1581615610.142747, 36
1581615610.146755, 36
1581615610.150767, 36
1581615610.155041, 36
1581615610.1591492, 36
1581615610.1631, 36
1581615610.167433, 36
1581615610.171357, 36
1581615610.175573, 36
1581615610.179661, 36
1581615610.18367, 36
1581615610.1877482, 36
1581615610.1919382, 36
1581615610.195989, 36
1581615610.2000818, 37
1581615610.204248, 36
1581615610.208344, 36
1581615610.212439, 37
1581615610.216537, 36
1581615610.2206259, 36
1581615610.224708, 36
1581615610.228842, 36
1581615610.232831, 36
1581615610.2369652, 36
1581615610.24111, 36
1581615610.245187, 36
1581615610.2494578, 36
1581615610.2534242, 35
1581615610.25748, 36
1581615610.2616708, 36
1581615610.2656379, 36
1581615610.2697768, 35
1581615610.273887, 36
1581615610.2780359, 37
1581615610.282012, 36
1581615610.286005, 36
1581615610.290258, 36
1581615610.294383, 36
1581615610.298453, 36
1581615610.302474, 36
1581615610.306464, 36
1581615610.310742, 36
1581615610.3147361, 36
1581615610.319024, 36
1581615610.323066, 36
1581615610.3270469, 36
1581615610.331147, 36
1581615610.33537, 37
1581615610.339512, 36
1581615610.343433, 36
1581615610.3474638, 36
1581615610.351774, 36
1581615610.355811, 37
1581615610.3598988, 36
1581615610.368026, 36
1581615610.3721511, 36
1581615610.376232, 36
1581615610.380227, 36
1581615610.384275, 36
1581615610.388499, 36
1581615610.392611, 36
1581615610.396587, 36
1581615610.40078, 36
1581615610.404923, 36
1581615610.4090528, 36
1581615610.41309, 36
1581615610.417197, 36
1581615610.421161, 36
1581615610.4253929, 36
1581615610.429516, 36
1581615610.43349, 36
1581615610.437702, 36
1581615610.441795, 36
1581615610.445914, 36
1581615610.450009, 36
1581615610.454099, 36
1581615610.458267, 36
1581615610.4621701, 36
1581615610.466211, 36
1581615610.470488, 36
1581615610.4745758, 36
1581615610.478595, 36
1581615610.4826381, 36
1581615610.48675, 36
1581615610.4909499, 36
1581615610.495007, 36
1581615610.4990442, 36
1581615610.503225, 36
1581615610.50733, 35
1581615610.511437, 36
1581615610.5154262, 36
1581615610.5195332, 37
1581615610.523772, 35
1581615610.527901, 36
1581615610.5319328, 35
1581615610.536042, 36
1581615610.54001, 36
1581615610.544053, 36
1581615610.548202, 36
1581615610.552381, 36
1581615610.556521, 35
1581615610.560574, 36
1581615610.5645812, 36
1581615610.568748, 36
1581615610.572911, 36
1581615610.577021, 36
1581615610.581144, 36
1581615610.585195, 36
1581615610.58927, 36
1581615610.593365, 36
1581615610.5973718, 36
1581615610.601402, 36
1581615610.605672, 36
1581615610.609625, 36
1581615610.6138492, 36
1581615610.6178298, 36
1581615610.62209, 36
1581615610.626178, 36
1581615610.630095, 36
1581615610.634374, 36
1581615610.642463, 36
1581615610.646573, 36
1581615610.6506371, 35
1581615610.654637, 36
1581615610.658784, 35
1581615610.6628292, 36
1581615610.666956, 36
1581615610.6710331, 37
1581615610.67521, 36
1581615610.679326, 36
1581615610.6834052, 36
1581615610.68751, 35
1581615610.691633, 36
1581615610.695573, 36
1581615610.699824, 36
1581615610.703939, 36
1581615610.7079911, 36
1581615610.7121, 36
1581615610.716125, 36
1581615610.720344, 36
1581615610.7244391, 36
1581615610.7284029, 36
1581615610.733241, 36
1581615610.736575, 36
1581615610.7407959, 36
1581615610.7448802, 36
1581615610.748867, 36
1581615610.753119, 36
1581615610.757186, 36
1581615610.761237, 36
1581615610.7652302, 36
1581615610.7694201, 36
1581615610.7734559, 36
1581615610.777546, 36
1581615610.781638, 36
1581615610.785921, 36
1581615610.7899761, 36
1581615610.7941399, 36
1581615610.79818, 36
1581615610.802263, 36
1581615610.8064241, 36
1581615610.8103292, 36
1581615610.81443, 37
1581615610.818657, 36
1581615610.82271, 36
1581615610.8268301, 37
1581615610.830816, 36
1581615610.834908, 36
1581615610.8391008, 36
1581615610.843179, 35
1581615610.847203, 36
1581615610.8512871, 36
1581615610.8554711, 36
1581615610.859627, 35
1581615610.86361, 36
1581615610.867751, 36
1581615610.871897, 35
1581615610.8759942, 36
1581615610.8801239, 35
1581615610.884117, 36
1581615610.88832, 36
1581615610.892286, 35
1581615610.896435, 36
1581615610.900643, 36
1581615610.904663, 36
1581615610.912811, 35
1581615610.916878, 36
1581615610.9209652, 36
1581615610.925067, 36
1581615610.929173, 36
1581615610.933111, 36
1581615610.937355, 36
1581615610.9414861, 36
1581615610.945437, 37
1581615610.9495559, 36
1581615610.9537432, 36
1581615610.957824, 36
1581615610.961867, 36
1581615610.966073, 36
1581615610.9699998, 36
1581615610.9743009, 36
1581615610.978221, 36
1581615610.9822981, 37
1581615610.986479, 36
1581615610.990628, 36
1581615610.99475, 35
1581615610.9988182, 36
1581615611.002938, 35
1581615611.0069382, 36
1581615611.0111191, 36
1581615611.015123, 36
1581615611.0192971, 36
1581615611.023487, 36
1581615611.027394, 36
1581615611.031615, 36
1581615611.035696, 36
1581615611.039795, 36
1581615611.04396, 37
1581615611.04793, 36
1581615611.05214, 36
1581615611.056206, 35
1581615611.060304, 36
1581615611.064296, 37
1581615611.068494, 36
1581615611.072578, 36
1581615611.076608, 36
1581615611.080626, 37
1581615611.0847511, 36
1581615611.0889988, 37
1581615611.093079, 36
1581615611.097018, 36
1581615611.1011462, 36
1581615611.10527, 35
1581615611.109458, 36
1581615611.1135612, 36
1581615611.117495, 35
1581615611.1218922, 36
1581615611.1257238, 36
1581615611.129929, 36
1581615611.1342988, 36
1581615611.137988, 36
1581615611.142242, 35
1581615611.146395, 36
1581615611.150416, 36
1581615611.1545348, 36
1581615611.158626, 36
1581615611.162623, 35
1581615611.166775, 36
1581615611.1709068, 36
1581615611.1749818, 36
1581615611.179122, 36
1581615611.1871722, 36
1581615611.1912801, 36
1581615611.195364, 36
1581615611.199355, 36
1581615611.203574, 36
1581615611.207708, 35
1581615611.2116868, 36
1581615611.215778, 36
1581615611.2199402, 35
1581615611.224067, 36
1581615611.2281191, 36
1581615611.232395, 36
1581615611.23635, 36
1581615611.240366, 36
1581615611.244647, 35
1581615611.24854, 36
1581615611.25264, 36
1581615611.256877, 36
1581615611.2609768, 36
1581615611.265126, 36
1581615611.2691672, 36
1581615611.2732642, 36
1581615611.277323, 36
1581615611.281363, 37
1581615611.285561, 36
1581615611.289522, 36
1581615611.2937238, 35
1581615611.297726, 36
1581615611.3018339, 37
1581615611.3058822, 36
1581615611.31014, 36
1581615611.3142242, 36
1581615611.3181891, 35
1581615611.322454, 36
1581615611.32653, 37
1581615611.3305302, 36
1581615611.334691, 36
1581615611.338809, 36
1581615611.3429172, 36
1581615611.346883, 36
1581615611.35097, 36
1581615611.355316, 35
1581615611.3591628, 36
1581615611.363255, 36
1581615611.367459, 35
1581615611.371645, 36
1581615611.3757, 35
1581615611.379785, 36
1581615611.383919, 36
1581615611.388059, 36
1581615611.3921, 36
1581615611.3965418, 35
1581615611.400047, 36
1581615611.4042811, 35
1581615611.4084601, 36
1581615611.412432, 35
1581615611.416579, 35
1581615611.4207659, 36
1581615611.424882, 36
1581615611.4288461, 35
1581615611.433038, 36
1581615611.437046, 36
1581615611.4412422, 35
1581615611.445317, 36
1581615611.449331, 36
1581615611.453553, 36
1581615611.461545, 36
1581615611.4657469, 37
1581615611.469855, 35
1581615611.473894, 36
1581615611.478024, 36
1581615611.4821272, 35
1581615611.4862132, 36
1581615611.490319, 36
1581615611.494425, 35
1581615611.4984279, 36
1581615611.502646, 36
1581615611.5067542, 35
1581615611.510785, 36
1581615611.51489, 36
1581615611.5188842, 35
1581615611.5230699, 36
1581615611.5272121, 36
1581615611.531182, 35
1581615611.535398, 36
1581615611.539526, 36
1581615611.543616, 36
1581615611.547677, 36
1581615611.5519328, 35
1581615611.5557609, 35
1581615611.559972, 36
1581615611.564022, 36
1581615611.568012, 36
1581615611.572287, 36
1581615611.5761762, 36
1581615611.580446, 36
1581615611.58444, 36
1581615611.58865, 36
1581615611.592671, 36
1581615611.596898, 36
1581615611.6009579, 37
1581615611.60499, 36
1581615611.60899, 36
1581615611.613139, 36
1581615611.617242, 35
1581615611.621357, 36
1581615611.6255229, 36
1581615611.629885, 36
1581615611.6336799, 36
1581615611.6378229, 37
1581615611.64192, 37
1581615611.645918, 36
1581615611.650099, 36
1581615611.654201, 35
1581615611.658289, 36
1581615611.6623979, 36
1581615611.66652, 35
1581615611.670521, 36
1581615611.674707, 35
1581615611.6787698, 36
1581615611.682796, 36
1581615611.686909, 36
1581615611.6911, 35
1581615611.695115, 36
1581615611.6992729, 36
1581615611.703369, 35
1581615611.707433, 36
1581615611.7114959, 36
1581615611.715689, 35
1581615611.719795, 36
1581615611.723819, 36
1581615611.7318652, 35
1581615611.7359831, 36
1581615611.740052, 36
1581615611.7442648, 35
1581615611.748302, 36
1581615611.752289, 36
1581615611.756542, 36
1581615611.760659, 36
1581615611.764638, 36
1581615611.768855, 35
1581615611.772931, 36
1581615611.7770329, 36
1581615611.781118, 36
1581615611.785224, 36
1581615611.789213, 36
1581615611.793451, 35
1581615611.7973828, 36
1581615611.801518, 36
1581615611.805738, 35
1581615611.8098419, 36
1581615611.813992, 36
1581615611.817939, 35
1581615611.822152, 36
1581615611.826268, 36
1581615611.8309472, 36
1581615611.834311, 36
1581615611.83851, 36
1581615611.842617, 35
1581615611.846536, 36
1581615611.850911, 36
1581615611.85491, 36
1581615611.858988, 36
1581615611.863106, 36
1581615611.867404, 36
1581615611.871629, 36
1581615611.875357, 37
1581615611.879447, 35
1581615611.8835368, 36
1581615611.887653, 36
1581615611.891776, 35
1581615611.8958678, 36
1581615611.8998668, 36
1581615611.904059, 36
1581615611.908061, 36
1581615611.9121401, 36
1581615611.9163678, 35
1581615611.920371, 36
